Store_ID,Store_Name,Brand_Name,Store_Type,City,City_Tier,Product_Name,Category,Sub_Category,Product_Stage,Quantity_Available,Units_Sold,Unit_Price,Cost_Price,Revenue,Profit_Margin,Average_Order_Value,Inventory_Turnover,Days_of_Stock,Customer_Segment,Sales_Channel,Payment_Method,Supplier,Supplier_Rating,Promotion_Type,Promotion_Impact,Max_Discount_Offered,Return_Rate,Return_Reason,Customer_Satisfaction,Online_Rating,Review_Count,Sales_Rep_Experience,Sales_Rep_Rating,Market_Share,Competition_Level,Competitor_Count,Brand_Loyalty,Brand_Awareness,Price_Competitiveness,Weather_Impact,Delivery_Time,Shipping_Cost,Month,Year,Quarter,Season
BX_MUMBAI_067,BrandX_India Tech Hub Mumbai,BrandX_India,Express,Mumbai,Metro,Samsung Tab S8,Electronics,Tablets,New Launch,170,48,61507,46776,2952336,23.95,66449,3.39,106,Luxury,BrandX_India Social Commerce,Card,BrandX_India Direct Import,NaN,BOGO,28.4,6,5.8,Wrong Size,4.9,4.1,466,1,3.9,22.2,High,23,84.5,86,Competitive,Low,7,127,9,2022,Q3,Monsoon
BX_BHOPAL_051,BrandX_India Fashion Bhopal,BrandX_India,Flagship,Bhopal,Tier2,H&M Cotton Tee,Clothes,T-Shirts,Declining,142,35,887,644,31045,27.4,1204,2.96,122,Mid-Range,BrandX_India Social Commerce,Credit,BrandX_India E-commerce Hub,NaN,Festival Offer,36.2,37,1.3,Wrong Size,4.1,4.6,396,6,4.7,5.4,Medium,6,70.4,65.3,Standard,Medium,2,145,9,2022,Q3,Monsoon
BX_DELHI_028,BrandX_India Trends Delhi,BrandX_India,Street Store,Delhi,Metro,Adidas Hoodie,Clothes,Jackets,Growing,97,17,3660,2919,62220,20.25,5064,2.1,171,Mid-Range,BrandX_India Social Commerce,Wallet,BrandX_India Wholesale,NaN,No Promotion,0,0,6.9,Changed Mind,4.1,4.1,83,6,4.8,14.4,Very High,23,84.5,86.6,Aggressive,Medium,7,68,9,2022,Q3,Monsoon
BX_NAGPUR_022,BrandX_India Mobile Nagpur,BrandX_India,Express,Nagpur,Tier2,Mi Power Bank,Gadgets,Power Banks,Discontinued,175,44,2441,1999,107404,18.11,3473,3.02,119,Budget,BrandX_India Online,Cash,BrandX_India Brand Partners,NaN,BOGO,13.4,15,0.6,Wrong Size,4.2,4.9,397,4,4.5,11.3,Low,3,67.4,68.2,Standard,Low,7,94,9,2022,Q3,Monsoon
BX_DELHI_067,BrandX_India Superstore Delhi,BrandX_India,Mall Store,Delhi,Metro,Brown Rice 1kg,Groceries,Rice,Growing,134,81,174,129,14094,25.86,249,7.25,50,Mid-Range,BrandX_India Phone Order,Card,BrandX_India Brand Partners,NaN,Flash Sale,15,23,5.7,Changed Mind,4,3.9,308,1,4.8,14.2,Very High,21,83.8,85.9,Aggressive,Low,6,57,9,2022,Q3,Monsoon
BX_DELHI_031,BrandX_India Fashion Delhi,BrandX_India,Mall Store,Delhi,Metro,Zara Evening Dress,Clothes,Dresses,Discontinued,219,25,4470,3661,111750,18.1,5806,1.37,263,Premium,BrandX_India Online,Credit,BrandX_India Local Sourcing,NaN,Clearance,31.1,47,7,Wrong Size,4,4.5,50,1,4.7,12.9,Very High,20,98,86.4,Aggressive,Medium,3,87,9,2022,Q3,Monsoon
BX_DELHI_022,BrandX_India Fashion Delhi,BrandX_India,Flagship,Delhi,Metro,Adidas Hoodie,Clothes,Jackets,New Launch,59,30,3351,2575,100530,23.16,3753,6.1,59,Mid-Range,BrandX_India App,Card,BrandX_India Brand Partners,NaN,BOGO,21.2,39,3.9,Wrong Size,3.9,4.8,95,3,4.1,13,High,21,83.2,82.5,Competitive,Medium,1,143,9,2022,Q3,Monsoon
BX_DELHI_062,BrandX_India Mobile Delhi,BrandX_India,Flagship,Delhi,Metro,JBL Charge 5,Gadgets,Bluetooth Speakers,Mature,41,14,9977,8106,139678,18.75,12430,4.1,88,Luxury,BrandX_India Social Commerce,Wallet,BrandX_India Wholesale,NaN,No Promotion,0,0,7.2,Changed Mind,3.8,4.2,474,9,3.7,17.3,Very High,25,77.7,83.4,Aggressive,Low,5,108,9,2022,Q3,Monsoon
BX_VISAKHAPATNAM_076,BrandX_India Digital Visakhapatnam,BrandX_India,Online Hub,Visakhapatnam,Tier2,Samsung Galaxy S23,Electronics,Smartphones,Declining,211,43,61891,51594,2661313,16.64,71290,2.45,147,Budget,BrandX_India App,Card,BrandX_India Direct Import,NaN,BOGO,27.3,19,4.9,Damaged,4,4.4,490,7,4.6,4.3,Low,6,75.3,66,Standard,Low,2,144,9,2022,Q3,Monsoon
BX_VISAKHAPATNAM_079,BrandX_India Connect Visakhapatnam,BrandX_India,Street Store,Visakhapatnam,Tier2,Xbox Series X,Gadgets,Gaming Consoles,Mature,128,49,40523,32809,1985627,19.04,42015,4.59,78,Budget,BrandX_India Social Commerce,Cash,BrandX_India E-commerce Hub,NaN,Festival Offer,17.6,44,1.4,Damaged,4.4,4.1,460,8,3.9,5.9,Medium,8,69.5,67.2,Standard,Low,1,91,9,2022,Q3,Monsoon
BX_MUMBAI_073,BrandX_India Mobile Mumbai,BrandX_India,Street Store,Mumbai,Metro,Sony Alpha a7 IV,Gadgets,Cameras,Discontinued,172,21,249593,182319,5241453,26.95,294589,1.47,246,Luxury,BrandX_India App,Cash,BrandX_India Wholesale,NaN,BOGO,30.2,40,0.1,Damaged,4.5,4.6,46,7,3.9,19.6,High,21,79.1,87.3,Competitive,Low,3,75,9,2022,Q3,Monsoon
BX_JAIPUR_077,BrandX_India Gadget Zone Jaipur,BrandX_India,Flagship,Jaipur,Tier2,iPhone 14,Electronics,Smartphones,Mature,152,46,68032,55269,3129472,18.76,76197,3.63,99,Luxury,BrandX_India Social Commerce,Wallet,BrandX_India Local Sourcing,NaN,Discount,30.2,43,3.3,Poor Quality,3.8,4.9,80,2,4.1,6.6,Medium,7,75.6,61.9,Standard,Low,6,166,9,2022,Q3,Monsoon
BX_HYDERABAD_030,BrandX_India Mobile Hyderabad,BrandX_India,Mall Store,Hyderabad,Metro,Mi Power Bank,Gadgets,Power Banks,Mature,78,40,2520,1941,100800,22.98,3051,6.15,59,Premium,BrandX_India App,Wallet,BrandX_India Wholesale,NaN,No Promotion,0,0,6.5,Damaged,4.4,3.9,362,4,4.4,18.1,High,16,93,83.2,Competitive,Low,2,75,9,2022,Q3,Monsoon
BX_DELHI_068,BrandX_India Style Delhi,BrandX_India,Flagship,Delhi,Metro,Nike Jacket,Clothes,Jackets,New Launch,99,35,6101,4449,213535,27.08,8641,4.24,85,Luxury,BrandX_India Online,Cash,BrandX_India Local Sourcing,NaN,Clearance,20.3,15,7.6,Changed Mind,4.3,4.9,309,7,4.6,19.1,Very High,21,75.5,83.5,Aggressive,Medium,7,119,9,2022,Q3,Monsoon
BX_JAIPUR_066,BrandX_India Fashion Jaipur,BrandX_India,Street Store,Jaipur,Tier2,Nike Air Max,Clothes,Shoes,Mature,143,22,9837,7905,216414,19.64,11454,1.85,195,Luxury,BrandX_India Phone Order,UPI,BrandX_India Wholesale,NaN,BOGO,13.1,43,5.9,Damaged,3.9,5,299,9,4,8.6,Medium,5,67.2,69.4,Standard,Medium,1,147,9,2022,Q3,Monsoon
BX_JAIPUR_034,BrandX_India Apparel Jaipur,BrandX_India,Online Hub,Jaipur,Tier2,Zara Evening Dress,Clothes,Dresses,Growing,115,14,4518,3723,63252,17.6,5154,1.46,246,Budget,BrandX_India Phone Order,Wallet,BrandX_India Direct Import,NaN,Clearance,39.1,25,2.3,Changed Mind,4,4.8,13,3,3.8,4.4,Low,5,68.1,61.6,Standard,Medium,1,124,9,2022,Q3,Monsoon
BX_MUMBAI_097,BrandX_India Connect Mumbai,BrandX_India,Mall Store,Mumbai,Metro,Apple Watch Series 8,Gadgets,Smart Watches,New Launch,109,14,39007,29933,546098,23.26,47848,1.54,234,Premium,BrandX_India Store,UPI,BrandX_India Local Sourcing,NaN,No Promotion,0,0,4.7,Poor Quality,4.3,4.7,459,4,4.4,18.1,Very High,25,95.8,85.7,Aggressive,Low,6,73,9,2022,Q3,Monsoon
BX_HYDERABAD_036,BrandX_India Gadget Zone Hyderabad,BrandX_India,Mall Store,Hyderabad,Metro,Samsung Tab S8,Electronics,Tablets,Mature,84,48,63873,46398,3065904,27.36,77025,6.86,53,Premium,BrandX_India App,UPI,BrandX_India E-commerce Hub,NaN,Clearance,11.4,15,4.9,Damaged,4.6,3.9,460,1,4.9,21.6,High,23,90.3,80.3,Competitive,Low,1,258,9,2022,Q3,Monsoon
BX_KANPUR_074,BrandX_India Connect Kanpur,BrandX_India,Street Store,Kanpur,Tier2,Apple Watch Series 8,Gadgets,Smart Watches,Discontinued,138,6,39711,33449,238266,15.77,41577,0.52,690,Budget,BrandX_India App,UPI,BrandX_India Wholesale,NaN,Clearance,10.5,31,7.5,Wrong Size,4.5,3.9,285,7,4.5,5.7,Low,3,75.6,64.5,Standard,Low,2,51,9,2022,Q3,Monsoon
BX_DELHI_074,BrandX_India Superstore Delhi,BrandX_India,Mall Store,Delhi,Metro,Brown Sugar 500g,Groceries,Sugar,New Launch,173,60,100,76,6000,24,140,4.16,87,Luxury,BrandX_India Phone Order,UPI,BrandX_India E-commerce Hub,NaN,Festival Offer,28.6,37,5.1,Wrong Size,4.3,4.4,191,10,3.7,12.9,High,24,84.5,88,Competitive,Low,5,150,9,2022,Q3,Monsoon
BX_HYDERABAD_001,BrandX_India Accessories Hyderabad,BrandX_India,Street Store,Hyderabad,Metro,Xbox Series X,Gadgets,Gaming Consoles,Declining,225,39,52450,42974,2045550,18.07,78125,2.08,173,Luxury,BrandX_India Social Commerce,Credit,BrandX_India Direct Import,NaN,Festival Offer,28.7,29,6,Wrong Size,4,4.1,313,7,4.4,18.2,High,23,76.2,83.9,Competitive,Low,1,58,9,2022,Q3,Monsoon
BX_CHENNAI_005,BrandX_India Connect Chennai,BrandX_India,Mall Store,Chennai,Metro,Canon EOS R6,Gadgets,Cameras,Growing,192,49,208915,149906,10236835,28.25,222613,3.06,118,Budget,BrandX_India App,Wallet,BrandX_India E-commerce Hub,NaN,BOGO,20.5,28,3.8,Defective,3.8,4.8,212,2,3.8,12.6,Very High,21,79.7,83.9,Aggressive,Low,5,53,9,2022,Q3,Monsoon
BX_BANGALORE_013,BrandX_India Appliances Bangalore,BrandX_India,Express,Bangalore,Metro,Samsung Side by Side,Home Appliances,Refrigerators,Mature,153,22,82101,62923,1806222,23.36,93146,1.73,209,Premium,BrandX_India App,EMI,BrandX_India Wholesale,NaN,Flash Sale,18.9,32,7.9,Damaged,4.5,4.1,405,4,4.2,19.4,Very High,16,94.6,89.5,Aggressive,Low,5,204,9,2022,Q3,Monsoon
BX_MUMBAI_001,BrandX_India Fashion Mumbai,BrandX_India,Flagship,Mumbai,Metro,Adidas Hoodie,Clothes,Jackets,Mature,102,34,5187,4236,176358,18.33,5601,4,90,Premium,BrandX_India App,Cash,BrandX_India Direct Import,NaN,BOGO,33,12,3.7,Poor Quality,4,4.2,145,9,3.8,16.1,Very High,25,94.1,89.1,Aggressive,Medium,2,144,9,2022,Q3,Monsoon
BX_HYDERABAD_066,BrandX_India Express Hyderabad,BrandX_India,Mall Store,Hyderabad,Metro,Green Tea 100g,Groceries,Tea,Declining,210,43,387,304,16641,21.45,412,2.46,147,Luxury,BrandX_India App,UPI,BrandX_India Local Sourcing,NaN,Flash Sale,29.2,18,6.6,Damaged,4.3,4.5,61,3,4.3,13.5,High,21,78.2,81.2,Competitive,Low,5,74,9,2022,Q3,Monsoon
BX_AHMEDABAD_014,BrandX_India Gadget Zone Ahmedabad,BrandX_India,Mall Store,Ahmedabad,Tier1,OnePlus 11,Electronics,Smartphones,Growing,100,25,60264,43676,1506600,27.53,77222,3,120,Mid-Range,BrandX_India Phone Order,EMI,BrandX_India Local Sourcing,NaN,No Promotion,0,0,0.6,Damaged,3.9,4.7,37,10,3.7,18.5,High,13,68.1,80.5,Competitive,Low,6,279,9,2022,Q3,Monsoon
BX_MUMBAI_092,BrandX_India Mobile Mumbai,BrandX_India,Mall Store,Mumbai,Metro,Canon EOS R6,Gadgets,Cameras,New Launch,247,49,240662,179580,11792438,25.38,334300,2.38,151,Budget,BrandX_India Phone Order,Card,BrandX_India Wholesale,NaN,Flash Sale,10.2,21,0.4,Damaged,4,4.9,319,4,3.7,15.6,Very High,17,78.1,88.3,Aggressive,Low,1,61,9,2022,Q3,Monsoon
BX_MUMBAI_032,BrandX_India Mobile Mumbai,BrandX_India,Mall Store,Mumbai,Metro,Canon EOS R6,Gadgets,Cameras,Growing,168,35,221560,175480,7754600,20.8,309008,2.5,144,Budget,BrandX_India Phone Order,Cash,BrandX_India Direct Import,NaN,Festival Offer,29.4,35,1.1,Wrong Size,4,4.2,110,8,4.4,10.3,Very High,18,81.8,80,Aggressive,Low,4,136,9,2022,Q3,Monsoon
BX_DELHI_082,BrandX_India Superstore Delhi,BrandX_India,Flagship,Delhi,Metro,Toor Dal 1kg,Groceries,Dal,New Launch,169,81,211,179,17091,15.17,283,5.75,63,Luxury,BrandX_India Social Commerce,Credit,BrandX_India Direct Import,NaN,Discount,25.9,50,3.4,Poor Quality,3.8,4.6,489,3,4,16.4,High,24,79.1,86.4,Competitive,Low,2,111,9,2022,Q3,Monsoon
BX_VISAKHAPATNAM_099,BrandX_India Comfort Visakhapatnam,BrandX_India,Mall Store,Visakhapatnam,Tier2,LG Double Door 260L,Home Appliances,Refrigerators,Discontinued,58,8,27511,23250,220088,15.49,39238,1.66,218,Luxury,BrandX_India Store,Wallet,BrandX_India E-commerce Hub,NaN,No Promotion,0,0,7.4,Wrong Size,4.4,4.3,241,9,4.8,12.4,Medium,8,67.3,60.6,Standard,Low,3,390,9,2022,Q3,Monsoon
BX_DELHI_092,BrandX_India Electronics Delhi,BrandX_India,Street Store,Delhi,Metro,LG OLED 55Inch,Electronics,Smart TVs,New Launch,112,55,110458,83528,6075190,24.38,149672,5.89,61,Premium,BrandX_India App,Card,BrandX_India E-commerce Hub,NaN,BOGO,37.3,9,3,Changed Mind,4.6,4.5,476,10,4.1,26.4,High,23,93.6,87.8,Competitive,Low,7,139,9,2022,Q3,Monsoon
BX_SURAT_052,BrandX_India Apparel Surat,BrandX_India,Mall Store,Surat,Tier2,Levi's 511 Jeans,Clothes,Jeans,Growing,198,38,3038,2260,115444,25.61,3516,2.3,156,Premium,BrandX_India App,Card,BrandX_India E-commerce Hub,NaN,No Promotion,0,0,2.7,Defective,4.6,4.5,253,5,3.5,9.6,Low,6,91.9,63.5,Standard,Medium,3,59,9,2022,Q3,Monsoon
BX_LUCKNOW_076,BrandX_India Fashion Lucknow,BrandX_India,Street Store,Lucknow,Tier2,Nike Air Max,Clothes,Shoes,Declining,77,34,6739,4816,229126,28.54,7951,5.3,68,Mid-Range,BrandX_India Phone Order,Cash,BrandX_India Local Sourcing,NaN,Flash Sale,39.4,17,4,Changed Mind,4.1,3.8,11,2,4.9,9.9,Low,8,67.9,65,Standard,Medium,3,87,9,2022,Q3,Monsoon
BX_LUCKNOW_011,BrandX_India Comfort Lucknow,BrandX_India,Mall Store,Lucknow,Tier2,Samsung 23L Solo,Home Appliances,Microwaves,Declining,169,50,9383,6628,469150,29.36,11774,3.55,101,Premium,BrandX_India App,EMI,BrandX_India Wholesale,NaN,Festival Offer,23.9,36,3.5,Defective,4.2,4.9,71,3,4.9,8.5,Medium,3,87.9,68,Standard,Low,5,784,9,2022,Q3,Monsoon
BX_BANGALORE_060,BrandX_India Mobile Bangalore,BrandX_India,Express,Bangalore,Metro,Canon EOS R6,Gadgets,Cameras,Discontinued,120,26,234478,172852,6096428,26.28,293173,2.6,138,Mid-Range,BrandX_India Social Commerce,UPI,BrandX_India Local Sourcing,NaN,Flash Sale,30.4,15,4.7,Wrong Size,4,4.2,419,9,3.6,10.5,Very High,20,77.9,80.6,Aggressive,Low,7,50,9,2022,Q3,Monsoon
BX_BANGALORE_039,BrandX_India Home Bangalore,BrandX_India,Mall Store,Bangalore,Metro,Daikin 1.5 Ton Split,Home Appliances,Air Conditioners,New Launch,178,62,48060,39367,2979720,18.09,55870,4.18,86,Premium,BrandX_India Phone Order,EMI,BrandX_India Brand Partners,NaN,Discount,14.2,39,4.3,Wrong Size,4,4.8,322,10,4.1,18.8,High,18,96,85.4,Competitive,Low,2,412,9,2022,Q3,Monsoon
BX_AHMEDABAD_089,BrandX_India Connect Ahmedabad,BrandX_India,Street Store,Ahmedabad,Tier1,Samsung Galaxy Watch,Gadgets,Smart Watches,Growing,77,43,28752,22955,1236336,20.16,32006,6.7,54,Luxury,BrandX_India App,Wallet,BrandX_India Wholesale,NaN,Flash Sale,38.2,19,1.2,Damaged,3.9,4.1,300,1,4.1,10.4,Medium,14,74,80.3,Standard,Low,4,147,9,2022,Q3,Monsoon
BX_AHMEDABAD_005,BrandX_India Apparel Ahmedabad,BrandX_India,Express,Ahmedabad,Tier1,Pepe Jeans,Clothes,Jeans,Declining,193,38,3882,2880,147516,25.81,4360,2.36,152,Luxury,BrandX_India Phone Order,UPI,BrandX_India Brand Partners,NaN,Discount,28.3,24,2.8,Wrong Size,4.5,5,89,8,4.2,15.3,High,13,67.3,76.4,Competitive,Medium,1,134,9,2022,Q3,Monsoon
BX_MUMBAI_080,BrandX_India Apparel Mumbai,BrandX_India,Street Store,Mumbai,Metro,Zara Casual Shirt,Clothes,T-Shirts,Growing,88,18,2847,2179,51246,23.46,3593,2.45,147,Mid-Range,BrandX_India Social Commerce,Card,BrandX_India E-commerce Hub,NaN,Clearance,22.1,40,0.5,Poor Quality,3.9,4.8,352,9,4.7,17.9,High,21,84.8,82.6,Competitive,Medium,5,107,9,2022,Q3,Monsoon
BX_KANPUR_005,BrandX_India Digital Kanpur,BrandX_India,Flagship,Kanpur,Tier2,iPhone 14,Electronics,Smartphones,Discontinued,98,46,70211,49274,3229706,29.82,94800,5.63,64,Luxury,BrandX_India Online,EMI,BrandX_India Brand Partners,NaN,Clearance,28.7,29,6.1,Damaged,4.2,4.4,121,8,4.5,10.2,Medium,7,68.6,68.3,Standard,Low,1,199,9,2022,Q3,Monsoon
BX_DELHI_054,BrandX_India Digital Delhi,BrandX_India,Street Store,Delhi,Metro,Sony WH-1000XM5,Electronics,Headphones,Mature,235,43,28992,22055,1246656,23.93,39292,2.2,164,Luxury,BrandX_India Online,Cash,BrandX_India Direct Import,NaN,No Promotion,0,0,1.4,Wrong Size,4.5,4.9,243,5,4.2,25.3,Very High,24,76.5,83.3,Aggressive,Low,3,138,9,2022,Q3,Monsoon
BX_DELHI_083,BrandX_India Electronics Delhi,BrandX_India,Street Store,Delhi,Metro,iPhone 14,Electronics,Smartphones,Declining,160,17,89243,72659,1517131,18.58,107793,1.27,282,Mid-Range,BrandX_India Phone Order,Credit,BrandX_India Direct Import,NaN,Clearance,31.8,36,5.9,Wrong Size,4.8,4.7,62,8,4.9,20.2,Very High,24,82.3,88.1,Aggressive,Low,7,137,9,2022,Q3,Monsoon
BX_MUMBAI_052,BrandX_India Superstore Mumbai,BrandX_India,Express,Mumbai,Metro,Brown Sugar 500g,Groceries,Sugar,New Launch,230,60,112,85,6720,24.11,135,3.13,115,Budget,BrandX_India Online,Wallet,BrandX_India Brand Partners,NaN,BOGO,38.6,27,4.9,Poor Quality,3.8,4.3,385,8,4.8,11.4,Very High,19,83.6,89.9,Aggressive,Low,7,62,9,2022,Q3,Monsoon
BX_DELHI_022,BrandX_India Fashion Delhi,BrandX_India,Flagship,Delhi,Metro,Levi's 511 Jeans,Clothes,Jeans,Growing,236,51,4986,3908,254286,21.62,6077,2.59,139,Budget,BrandX_India Online,Cash,BrandX_India Brand Partners,NaN,Flash Sale,11.4,15,4.3,Damaged,4.5,4.3,431,4,3.5,15.2,Very High,18,83.3,86.3,Aggressive,Medium,4,133,9,2022,Q3,Monsoon
BX_CHENNAI_077,BrandX_India Trends Chennai,BrandX_India,Express,Chennai,Metro,Levi's T-Shirt,Clothes,T-Shirts,Mature,98,22,2201,1602,48422,27.21,3099,2.69,134,Mid-Range,BrandX_India Social Commerce,Wallet,BrandX_India Wholesale,NaN,BOGO,32.6,15,7.6,Wrong Size,4.3,4.4,305,7,4.5,15.5,Very High,15,77.1,81.3,Aggressive,Medium,6,133,9,2022,Q3,Monsoon
BX_DELHI_048,BrandX_India Express Delhi,BrandX_India,Street Store,Delhi,Metro,Moong Dal 1kg,Groceries,Dal,Discontinued,258,99,195,155,19305,20.51,265,4.6,78,Premium,BrandX_India Phone Order,Cash,BrandX_India Brand Partners,NaN,BOGO,31.7,5,7.1,Wrong Size,4.2,4.1,183,2,4.9,12.9,High,17,93.7,89.5,Competitive,Low,2,150,9,2022,Q3,Monsoon
BX_AHMEDABAD_073,BrandX_India Connect Ahmedabad,BrandX_India,Street Store,Ahmedabad,Tier1,Apple Watch Series 8,Gadgets,Smart Watches,Growing,241,42,45192,34919,1898064,22.73,52349,2.09,172,Luxury,BrandX_India Phone Order,Wallet,BrandX_India Direct Import,NaN,Clearance,36.7,32,7.5,Poor Quality,4.5,4.6,11,7,4.5,18.6,High,8,70.7,73.2,Competitive,Low,2,97,9,2022,Q3,Monsoon
BX_PUNE_066,BrandX_India Electronics Pune,BrandX_India,Flagship,Pune,Tier1,iPhone 14,Electronics,Smartphones,Declining,46,22,76953,56181,1692966,26.99,112060,5.74,63,Premium,BrandX_India Social Commerce,Credit,BrandX_India Local Sourcing,NaN,Clearance,38.3,17,6.7,Damaged,3.9,3.9,16,4,4.9,14.6,Medium,15,82.3,78.4,Standard,Low,6,135,9,2022,Q3,Monsoon
BX_MUMBAI_069,BrandX_India Accessories Mumbai,BrandX_India,Online Hub,Mumbai,Metro,Xbox Series X,Gadgets,Gaming Consoles,Growing,144,27,54959,45282,1483893,17.61,67706,2.25,160,Premium,BrandX_India Online,UPI,BrandX_India Wholesale,NaN,Flash Sale,24.1,28,1,Wrong Size,4.1,4.2,304,4,4.2,17.3,High,20,91.9,81.8,Competitive,Low,2,118,9,2022,Q3,Monsoon
BX_HYDERABAD_003,BrandX_India Smart Hyderabad,BrandX_India,Express,Hyderabad,Metro,Anker PowerCore,Gadgets,Power Banks,Growing,126,7,2551,1829,17857,28.3,2845,0.67,540,Luxury,BrandX_India Store,Cash,BrandX_India Local Sourcing,NaN,No Promotion,0,0,6.4,Defective,4.5,4.9,119,5,3.6,14.2,High,21,82.9,82.5,Competitive,Low,4,74,9,2022,Q3,Monsoon
BX_SURAT_023,BrandX_India Style Surat,BrandX_India,Street Store,Surat,Tier2,Zara Casual Shirt,Clothes,T-Shirts,Declining,144,37,2783,2130,102971,23.46,2834,3.08,117,Premium,BrandX_India Phone Order,Cash,BrandX_India Local Sourcing,NaN,No Promotion,0,0,1.5,Defective,4.1,3.8,309,7,3.6,12.8,Medium,5,84.4,63.7,Standard,Medium,5,71,9,2022,Q3,Monsoon
BX_DELHI_069,BrandX_India Express Delhi,BrandX_India,Express,Delhi,Metro,Brown Rice 1kg,Groceries,Rice,Mature,214,118,213,171,25134,19.72,266,6.62,54,Mid-Range,BrandX_India Store,Credit,BrandX_India Brand Partners,NaN,Festival Offer,14.4,9,3.7,Poor Quality,4.1,4.8,318,3,4.9,14.4,Very High,24,77.9,84.4,Aggressive,Low,3,54,9,2022,Q3,Monsoon
BX_CHENNAI_042,BrandX_India Comfort Chennai,BrandX_India,Express,Chennai,Metro,Aquaguard Crystal,Home Appliances,Water Purifiers,Declining,94,17,18017,14484,306289,19.61,24465,2.17,166,Premium,BrandX_India App,Credit,BrandX_India Local Sourcing,NaN,Discount,35.9,14,6.3,Wrong Size,4.5,3.9,15,10,4.3,18,High,23,90.7,80.4,Competitive,Low,7,420,9,2022,Q3,Monsoon
BX_MUMBAI_070,BrandX_India Home Mumbai,BrandX_India,Flagship,Mumbai,Metro,IFB 7kg Front Load,Home Appliances,Washing Machines,New Launch,81,62,36541,29898,2265542,18.18,43400,9.19,39,Mid-Range,BrandX_India Social Commerce,Card,BrandX_India Wholesale,NaN,Flash Sale,24.2,18,4.9,Poor Quality,4.1,4,311,10,4.2,11.2,Very High,19,81.1,89.4,Aggressive,Low,3,332,9,2022,Q3,Monsoon
BX_VISAKHAPATNAM_082,BrandX_India Style Visakhapatnam,BrandX_India,Express,Visakhapatnam,Tier2,Nike Air Max,Clothes,Shoes,Declining,210,34,7719,6276,262446,18.69,10757,1.94,185,Mid-Range,BrandX_India Social Commerce,Wallet,BrandX_India Brand Partners,NaN,BOGO,15.4,19,5.2,Poor Quality,4.1,4.9,319,9,4.8,7.9,Medium,6,72.3,65.6,Standard,Medium,1,50,9,2022,Q3,Monsoon
BX_BHOPAL_040,BrandX_India Apparel Bhopal,BrandX_India,Mall Store,Bhopal,Tier2,Levi's T-Shirt,Clothes,T-Shirts,Discontinued,173,34,1594,1282,54196,19.57,1757,2.36,153,Luxury,BrandX_India Store,Card,BrandX_India Brand Partners,NaN,Festival Offer,38.4,15,2.5,Wrong Size,4.1,4.1,499,8,4.4,12.2,Low,3,74.4,60.5,Standard,Medium,5,54,9,2022,Q3,Monsoon
BX_BANGALORE_097,BrandX_India Smart Bangalore,BrandX_India,Online Hub,Bangalore,Metro,Anker PowerCore,Gadgets,Power Banks,New Launch,97,57,4725,3837,269325,18.79,5309,7.05,51,Mid-Range,BrandX_India Phone Order,Cash,BrandX_India Wholesale,NaN,Flash Sale,32.9,18,5.4,Changed Mind,4.5,4,34,6,4.3,12.9,Very High,24,80.6,81.5,Aggressive,Low,1,99,9,2022,Q3,Monsoon
BX_PUNE_087,BrandX_India Style Pune,BrandX_India,Mall Store,Pune,Tier1,Levi's T-Shirt,Clothes,T-Shirts,Growing,192,37,1782,1385,65934,22.28,2317,2.31,156,Premium,BrandX_India Social Commerce,EMI,BrandX_India Local Sourcing,NaN,No Promotion,0,0,2.1,Defective,4,4.6,319,5,4.2,13.8,Medium,14,90.5,79.6,Standard,Medium,5,58,9,2022,Q3,Monsoon
BX_JAIPUR_042,BrandX_India Express Jaipur,BrandX_India,Mall Store,Jaipur,Tier2,Olive Oil 500ml,Groceries,Oil,Growing,144,56,272,202,15232,25.74,291,4.67,77,Mid-Range,BrandX_India Store,Credit,BrandX_India Wholesale,NaN,BOGO,11.3,24,0.5,Defective,3.7,3.9,204,1,4.4,10.1,Low,3,73.2,63.8,Standard,Low,1,74,9,2022,Q3,Monsoon
BX_DELHI_030,BrandX_India Accessories Delhi,BrandX_India,Mall Store,Delhi,Metro,Canon EOS R6,Gadgets,Cameras,Growing,80,39,238286,197524,9293154,17.11,261727,5.85,62,Budget,BrandX_India Phone Order,EMI,BrandX_India E-commerce Hub,NaN,Clearance,18.2,20,6.8,Wrong Size,4.6,4.9,335,8,4.9,14.9,High,19,82.6,85.5,Competitive,Low,7,149,9,2022,Q3,Monsoon
BX_MUMBAI_029,BrandX_India Smart Mumbai,BrandX_India,Flagship,Mumbai,Metro,Xbox Series X,Gadgets,Gaming Consoles,Discontinued,120,18,57971,44759,1043478,22.79,64635,1.8,200,Mid-Range,BrandX_India Store,Wallet,BrandX_India Direct Import,NaN,BOGO,22.1,5,5.8,Wrong Size,3.9,4,499,2,4,14.1,High,19,80.4,86.3,Competitive,Low,5,126,9,2022,Q3,Monsoon
BX_MUMBAI_039,BrandX_India Trends Mumbai,BrandX_India,Express,Mumbai,Metro,Forever 21 Dress,Clothes,Dresses,Discontinued,191,32,2523,2072,80736,17.88,3410,2.01,179,Luxury,BrandX_India Social Commerce,Cash,BrandX_India Brand Partners,NaN,Discount,33.4,39,5.2,Changed Mind,4.4,4.3,51,9,3.8,19.6,High,18,78.5,86.5,Competitive,Medium,4,74,9,2022,Q3,Monsoon
